id,slug,name,address,description,lat,lon,website,is_farm,is_foodartisan,is_distributor
6130009,silvies-valley-ranch,Silvies Valley Ranch,"223 SE 3rd Avenue, Portland, OR 97214","135,000 acre ranch raising free range 100% grass-fed cattle in Oregon. No antibiotics, no hormones. 100% corn-free, alfalfa-free and grain-free diets.",45.52093,-122.662882,http://www.nickyusa.com/silviesvalley.html,1,0,0
6131038,fair-food-farm,Fair Food Farm,34 Moscow Woods Rd,,44.366711,-72.429657,www.fairfoodfarm.org,1,0,0
6131089,painted-hills-natural-beef,Painted Hills Natural Beef,"Fossil, Oregon 97830","Ranching families who sell under the title Painted Hills Natural Beef raise grain-fed cattle with no antibiotics, no hormones, and no animal by-products.",44.9981864,-120.2161373,www.paintedhillsnaturalbeef.com,0,0,1
6151046,dolce-farm-and-orchards,Dolce Farm and Orchards,"PO Box 695 Newberg, OR 97132","We raise Icelandic sheep for their lean, mild meat, beautiful fleeces, pelts and also offer breeding stock. Our sheep and chickens have access to pasture and lots of fresh air and room to grow. GMO-soy free pastured eggs from our heritage hens. Contact us to reserve pastured, GMO free heritage, pastured Delaware broilers.   Our family lives on the farm and all are involved with the daily chores and feeding.",45.3001178,-122.9731565,www.dolcefarm.com,1,0,0
6154833,kookoolan-farms,Kookoolan Farms,"15713 Highway 47, Yamhill, OR","Kookoolan Farms is a small, diversified family farm that raises cows, chickens, turkeys, pigs, fruits, and vegetables with the utmost care and respect. They also offer kombucha, mead, and cheesemaking classes and supplies.",45.329973,-123.184893,http://www.kookoolanfarms.com/,1,1,0
6154885,aakukui-ranch,A'akukui Ranch,"Kauai, HI","Duane Shimogawa raises 100 percent all-natural, grass-fed cows that graze on 1600 acres of pristine Kaua` i pasture. A`akukui Ranch’s beef is hormone and antibiotic free.",21.9661076,-159.5737912,,1,0,0
6165857,canyon-meadows-ranch,Canyon Meadows Ranch,"Altamont, UT","Canyon Meadows Ranch is a 3rd generation family operation. We raise Natural Grass Fed Beef and offer it directly to the consumer.

Healthy animals and healthy land are very important to us. We use management intensive grazing to rotate our cattle through the pastures. Our ranch provides habitat not only for the cattle but also for a wide range of wildlife.",40.359398,-110.2862683,www.cmrbeef.com,1,0,0
6168473,breezy-oaks-farm,Breezy Oaks Farm,"Mt Zion Ch Rd, Orange County, NC","All natural, pastured chicken and eggs, Grass-fed beef, and pastured Red Wattle pork. All our products are antibiotic and hormones free.",36.0263022,-79.1096901,http://www.breezyoaksfarm.com/,1,0,0
6169933,newgrass-farm-llc,"NewGrass Farm, LLC","4009 Henry St., Wausau, WI 54403","At NewGrass Farm, we are a 1st generation farm that aims to change how you eat and think about food, especially meat.  That's because, contrary to what is commonly believed, raising cattle, hogs, and chickens can be good for the environment, and provide meat products that actually support your health.",44.998525,-89.612706,www.newgrassfarm.com,1,0,0
6172703,friendly-farm,Friendly Farm,"5809 Limeville Road Gap, PA 17527","Our family raises ducks, chickens, and cows for milk. Chickens raised on certified organic pasture and fed conventional feed. The chicken is distributed through Lancaster Farm Fresh.",40.0018472,-75.9797373,http://www.lancasterfarmfresh.com/specialorder,1,0,0
6174006,coyote-canyon-farm,Coyote Canyon Farm,"4030 E. Dunne Ave, Morgan Hill, CA","Started by a band of young friends, Coyote Canyon Farm is a project that seeks to revitalize the land of the old Coyote Canyon Ranch. Our goal is to connect our customers to our practices, involving our local community in a vision of healthy living and careful land management. To do this, we operate a Community Supported Agriculture program, wherein we deliver individualized boxes of our fresh produce and fresh, pastured eggs straight to our members. We also work with local restaurants and cooperative houses, and sell at the Palo Alto Farmers' Market.",37.174567,-121.5689737,www.coyotecanyonfarm.com,1,0,0
6174017,fraga-farm-goat-cheese,Fraga Farm Goat Cheese,"Sweet Home, OR","Fraga Farm is run by husband and wife, Larry and Jana Neilson. They lovingly raise a herd of 60 Alpine and Nubian goats and carefully produce high quality cheeses from their milk.",44.3976247,-122.7361959,http://www.fragafarm.com/,1,1,0
6202546,clark-family-farm,Clark Family Farm,"863 East Anderson Sequim, WA","Antibiotic and hormone free grass fed beef. We sell to local retailers, restaurants, and at local farmer's markets.",48.1449819,-123.1516259,http://www.kaleberg.com/ptangeles/clark/index.html,1,0,0
6208001,trinity-ridge-farm,Trinity Ridge Farm,"Dallas, OR",We strongly believe in giving our animals the best life we can which includes free range and a natural environment. We carry out sound farming practices that have the least impact on our small acreage and keep an open mind on new techniques. We believe that God has given us these animals to responsibly raise and nurture for their intended use.,44.9192844,-123.3170472,www.trinityridge.org,1,0,0
6209031,wriggins-hilltop-farm-llc,"Wriggins Hilltop Farm, LLC.","168 Bayview Rd, Nobleboro, Maine 04555","Wriggins Hilltop Farm, LLC established in 1963. Know Where Your Food Comes From!Located in Nobleboro Maine, producing grass fed beef, all natural pork in a small farm environment. Honoring the whole animal.",44.0678062,-69.5089526,www.facebook.com/wrigginshilltopfarm,1,0,0
6229002,heritage-farms-northwest,Heritage Farms Northwest,"5585 Liberty Rd, Dallas, OR","We started out only intending to raise a few hogs for friends and family. We soon found that we have a passion for these old heritage breeds that produce such outstanding pork. 

We currently raise Red Wattle Hogs and American Guinea Hogs on the western edge of the Willamette Valley. Our animals are raised on pasture from the day they are born and are free from antibiotics and other detrimental additives. We feed them wholesome, local grain that we source and then grind ourselves. They spend their entire lives roaming our 45 acres of pasture.",44.852473,-123.3840253,www.heritagefarmsnw.com,1,0,0
6248003,glean-acres-llc,"Glean Acres, LLC",3099 Leon Road,"Glean Acres, LLC, is a small family farm in beautiful Madison County, Virginia, run by husband and wife team Amir Abdelmalek and Diana Boeke. In our first year of marriage, God put it in our hearts to embrace old-fashioned agrarian values and lead a simpler life tied to the land. The idea for Glean Acres was born.
In Spring of 2011, we quit our citified jobs and moved into our 5.5 acre ""farmette."" As full-time farmers, we apply ourselves to being good stewards of the land and animals, in our pursuit to  grow food, faith and the good life to help nourish the local community.",38.4345811,-78.139379,www.cluelessfarmer.wordpress.com,1,0,0
6263037,novy-ranches,Novy Ranches,"801 E. Los Angeles Ave, Simi Valley, 93065","Novy Ranches is a family operation based in the Shasta Valley area of Northern California since 1976. The Ranch is comprised of two properties in Siskiyou County near  the small communities of Grenada and Gazelle. Surrounded by vast conifer forests, the Shasta Valley lies in the shadow of magnificent Mt. Shasta, a Cascade Range volcano. Additional acreage is held in adjacent Lassen County. Blessed with an abundance of natural vegetation, water and natural beauty, the ranches  provide important habitat and sanctuary to a number of wild species. It is common to see migrating geese, swans, herons and Sand Hill cranes. Numerous raptors and many other bird, mammal, reptile and amphibian species make their homes here. Bald and Golden Eagles are frequent and revered guests on the Ranch. The Shasta River flows  through the Grenada Ranch property  and is critical habitat for the Coho Salmon. It is the family’s goal to maintain the natural balance of the Ranches so that it’s open space and wildlife are protected now and well into the future.

The ranches are the ongoing  life work  and commitment of Dr. Lowell Novy, a veterinarian, whose interests in conservation, cattle-ranching and animal welfare have informed his decision to turn away from “traditional” feedlot cattle production by developing an entirely grass-fed  program that is healthy for the land, cows and people.",34.2717979,-118.7824467,http://novyranches.com/,1,0,0
6302303,ceres-organics-co,Ceres Organics & Co.,"Walkerton, IN","Ceres & Co. is USDA Certified Organic. Our greenhouse produces certified organic plants in the spring, and our gardens are brimming with produce! We are small - only about a quarter of an acre garden - but use intensive gardening methods.

In the off-season, we get busy baking organic bread. French baguettes and hearty braided whole wheat, oat and nut loaves are our specialties. We do not have a certified inspected kitchen.

Our plants are raised in OMRI approved potting soil, we use organic seeds when available and if not, then no treated or GMO seeds. As for bugs, so far we have been lucky - by letting the bugs work things out for themselves, we are not destroying beneficial bugs and they do seem to stay pretty much in balance. We do hand pick potato bugs and take them to the chickens.

In addition to being Certified Organic, we use biodynamic organic farming practices (but are not certified). We apply BD-500 (made here on the farm with our own manure) in spring and fall. An organic dairy herd resides here, so we have plenty of access to organic manure. Mulching, composted manure and organic plants and seeds work together to produce excellent crops. Ruth Stout’s book, No Work Gardening, has had a great influence on my farming practices.

We grow over 50 different heirloom tomatoes, all different shapes, sizes, colors and flavors! Our pepper varieties are impressive, many sweet peppers in addition to plain green peppers, and hot peppers from mildly hot, like pepperoncini, to hold your hat!  In addition, we have onions, potatoes, leeks, squash and greens.  

Our herbs are packaged in biodegradable cellulose bags.  We grow a dozen different basils, plus many more herbs. Check out our blog at:  farmersusie.blogspot.com",41.4667113,-86.4830681,www.ceres-co.com,1,1,0
6307279,linden-dale-farm,Linden Dale Farm,"127 Herr Road, Ronks, PA","+The Farm-
Linden Dale Farm is a 93 acres preserved farm located in central Lancaster County.  It has been farmed by the Mellinger family for six generations.  Currently it is farmed by Andrew and Mary Mellinger and their six children, Andy Jr., Abram, Carrie, Greta, Madeline and Ezra.   There are currently 75 milking does and a slew of young goats.  All of the milk produced by the goats is used to make goat cheese.
The Goats-
They are Lamancha goats that were chosen for their gentle disposition and their excellent flavored milk. The goats are fed alfalfa grown on the farm and have access to pasture. Goats are browsers and enjoy eating many different plants and flowers too!  All responsibilities including milking, feeding, kid care, cheese making, and marketing of the cheese are shared by the whole family.  The whole process of milking the goats to making the cheese is located in one building therefore the milk is handled as little as possible maintaining the highest standard of quality and freshness of the milk. Six batches of cheese are made each week.
The Cheese- 
Linden Dale Farm makes a fresh chevre, feta cheese, fresh mozzarella, two soft aged cheeses: Laughing Lindy and Dalencay, and one hard cheese: Tomme de Lindendale. The milk is pasteurized in the vat at a low temperature so that its integrity is maintained, however, due to the Tomme’s ability to age for 60 days or more allows this cheese to be produced with raw milk.  All of the cheeses are sold at our farm stand at Lancaster Central Market and to local restaurants where they are featured in many menus. 
Chevre
This is a fresh cheese that acts as the staple goat cheese and can be used in practically all cooking recipes and salads as well as substituting for many of the generic processed cheeses with ease. Plain, chive, and garlic are offered as different flavorings but it is recommended that you season to your own liking as it can compliment many different spices. 
Feta
 The feta cheese is hand moulded in basket moulds to form individual wheels and then placed in brine,which is a combination of whey and salt water.  The feta wheels are then weighed and individually packaged so they can continue to age in brine.  Stored covered in brine in the refrigerator the cheese wheels will continue to mature and develop a more complex flavor over time.  The cheese can be stored like this for months.  The feta cheese is not too salty and has a pleasing finish. Made from goat milk this is a true feta and a healthy, flavorful addition to many dishes and salads. 
Mozzarella

This hand-pulled artisan cheese cannot be found anywhere else in the state and Lindendale Farms is one of the few producers that use goat milk to do so. Besides melting very well on pizza and other dishes, this cheese can be the capstone to a tomato-basil-mozzarella salad. The flavor is sweet and mellow and can be purchased dry-wrapped or wet in the brine. This cheese is only for sale seasonally.

Laughing Lindy
A French-style soft aged cheese that has a soft bloomy rind, this cheese can be delightful dinner-party sensation. This cheese is aged for 2-3 weeks in an aging cabinet before being hand-wrapped and taken to market. Finding a cheese with the unique pique and undertones in the flavor would be difficult on this side of the Atlantic. This is truly a cheese-lover’s delight on a cracker. 

Dalencay

Named after a similar looking cheese from the small French ville Valencay, the dark ash-coated rind of this cheese perks the curiosity of many a cheese monger.  Similar to Laughing Lindy, Dalencay can have a strong kick of flavor and smell but is surprisingly mild when paired with certain fresh fruit and bread. The exotic feel of tasting this pleasantly gooey cheese will keep you returning for more.

Tomme de Lindendale

This is the only truly hard cheese currently sold by Lindendale Farm. With a pure natural rind, tomme can be entirely eaten rind and all. Aged for at least 60 days this cheese can also be produced with raw milk which adds new flavors to the cheese. It has a sweet taste with a nutty finish making Tomme de Lindendale one of Linden Dale Farm’s most popular cheeses.",40.0008378,-76.1627343,,1,1,0
6307333,lazy-crazy-acres-farmstead-creamery,Lazy Crazy Acres Farmstead Creamery,"59 Rider Hollow Road, Arkville, NY 12406","We are two small grazing farms and a creamery in the Catskill Mountains. As the cows move daily from pasture to pasture and as seasons change, so does the milk, making each batch unique. This fresh whole milk is used in our delicious ice creams as we tip our hats to the old fashioned farmstead ice creams of days gone by. We feature local ingredients in our scoops and hand packed pints.",42.1103539,-74.5484613,www.LazyCrazyAcres.com,1,1,0
6316127,belden-farm,Belden Farm,"73 East Hoosick Rd., Hoosick Falls, NY","Belden Farm at Sunset Knoll started in 2003 when we (Marianne and Cliff) purchased a 100-acre farm in Mapletown, East Hoosick New York. The farm began a series of adventures for us, and after 7 years, we’re beginning to see the fruits of our labor.

We believe in basic organic principles: we do not use pesticides or genetically modified/altered feed or seed. Although we have been organically certified in the past, we have decided to continue the organic practices without going through the yearly recertification process. Our animals are treated well, out on pasture or free-range. We choose the breeds we raise with an emphasis on hardiness, quality and flavor.

We have a diverse farm, with organically grown fruits and vegetables, honey from our bees, a sugarbush, Tamworth pigs, Scottish Highland cows, assorted chickens, and Cormo sheep. Our goal has been to grow our own high quality, food supply. For us, it is all about the quality and flavor.",42.884487,-73.304068,beldenfarm.com,1,0,0
6338032,kinnikinnick-farm,Kinnikinnick Farm,"21123 Grade School Road Caledonia, IL 61011","David and Susan Cleverdon are transplanted Chicagoans who have been farming organically since 1994, when they purchased a derelict farm in Northern Illinois complete with an abandoned farmhouse that dated from 1845. Since then, they have been busy restoring its buildings and establishing a diversified organic farm. They specialize in triple-washed salad greens, Italian cooking greens, heirloom tomatoes, and broad array of seasonal vegetables which can be found in some of Chicago’s best restaurants. They also raise old-fashioned broiler chickens, pigs, sheep, and keep a laying flock of 150 hens, The Cleverdons partner with First Slice Pie Cafe to make rustic basil and arugula pestos with ingredients from the farm, and part of the proceeds go to the First Slice program to feed Chicago’s homeless people. Kinnikinnick is more than an organic farm; during the summer its family-sized, elegantly rustic, Featherdown Farm tents are an vacation destination for families who want to spend a weekend or a week on a working farm a 1 ½ hour drive from Chicago.",42.45996,-88.875739,http://www.kinnikinnickfarm.com/,1,0,0
6338101,abenaki-springs-farm,Abenaki Springs Farm,"Walpole, NH","Certified organic grower: vegetables and small fruit. Pastured meat - no antibiotics, no hormones. They eat what they can find outside: grasses, bugs, roots, and such and our organic produce.",43.0794944,-72.4258229,http://abenakispringsfarm.com/,1,0,0
6344076,otter-creek-organic-farm,Otter Creek Organic Farm,"Avoca, WI","Based in the heart of dairy country, the Zimmer family runs an exceptional pasture-based dairy.  Using a system called mineralized, balanced agriculture -- and named the 2008 organic farmers of the year by MOSES -- the Zimmers turn their milk into a remarkable seasonal, non pasteurized cheddar.",43.181933,-90.3245687,ww.ottercreekorganicfarm.com,1,1,0
6345099,heritage-hen-farm,Heritage Hen Farm,"8495 South Haverhill Road, Boynton Beach, FL","At Heritage Hen Farm we believe the sun nourishes the soil, the soil the grass. The grass, each blade
a solar panel, nourishes the animals and the animals nourish us. 

Please support Florida Farmers and
Farm-to-Table Agriculture. 
Help keep Faming, alive.",26.550155,-80.123631,heritagehen.com,1,1,0
6350093,live-oak-farms,Live Oak Farms,"270 Sam Davis Rd, Woodruff, SC 29388","Live Oak Farms in Woodruff, South Carolina is a Certified Naturally Grown, family owned and operated 80-acre farm specializing in heritage breeds. We are committed to raising a quality product for our community and our own families.

All of our animals and vegetables are raised according to the Certified Naturally Grown standards. No growth hormones or antibiotics are administered to any of our animals. All of our animals are raised on pasture, all day, all night.

Our heritage tours are perfect for groups of all kinds. Ride the trolley to meet our animals, discover old-time farm tools, and see beautiful historic wagons. After your tour, visit our store to discover amazing local products you won't find anywhere else. Call (864) 991-9839 or contact us to schedule a tour.",34.7373011,-81.9622459,www.liveoakfarmsllc.com,1,0,0
6350158,aisling-acres-farm,Aisling Acres Farm,"Beldenville, WI","Fresh, local, good. Home of grass-fed artisanal meats, eggs and farm produce.

We make deliveries to St. Paul, MN.",44.773212,-92.504219,http://www.facebook.com/pages/Aisling-Acres-Farm/147430865279516,1,0,0
6353084,k-t-ranch,K-T Ranch,"209 Fox St., Silversprings, Nevada","K-T Ranch raises their animals on a all vegetarian diet, with no hormones, antibiotics, or by-products.",39.3082588,-119.2122252,k-tranch.com,1,0,0
6363044,marin-sun-farms,Marin Sun Farms,"5655 College Avenue Oakland, CA 94618","Mission: To actively participate in the creation of a more sustainable food model and an agrarian culture that restores, conserves, and maintains the productivity of our landscapes and the health of its inhabitants. To accomplish this we focus on the production of local, pasture based food to feed our Bay Area communities.",37.843876,-122.251807,http://www.marinsunfarms.com/,1,0,0
6363079,gibson-farms,Gibson Farms,"251 North Retreat Road, Westminsterm SC 29693",,34.6292201,-83.0539532,,1,0,0
6364124,dakin-dairy,Dakin Dairy,30771 Betts Road Myakka City Florida 34251,"The multi-generational family dairy farm is small-scale big business. Bottling within hours from udder 24/7, Dakin Dairy can be found in Whole Foods, Sweet Bay, and various local markets. They still have time for daily tours for the public Monday-Friday year round and even host birthday parties! Support your local farmer and taste the difference today!",27.3629043,-82.2249146,http://dakindairyfarms.com/,1,1,0
6366070,bear-wolf-ranch,Bear Wolf Ranch,"Groveland, FL",,28.5580546,-81.8511889,http://www.bear-wolf-ranch.com/,1,0,0
6366096,limestone-farms,Limestone Farms,"Brockman McClimon Road, Greer, SC 29651","All natural, sustainable farming methods used, minimal machinery and mechanization, family farm focusing on heirloom varieties.",34.8474349,-82.1897245,www.limestonefarms.com,1,0,0
6367056,mamas-garden-good-steward-farm-shares,Mamas Garden/Good Steward Farm Shares,104 W Cedar St,"We're dirt farmers. We grow good soil and good soil gives us great food. We're a family run, chemical-free microfarm with a 20 week CSA.",36.9093879,-89.4521429,http://www.localharvest.org/csa/M37935,1,0,0
6367122,maple-valley-farm,Maple Valley Farm,"3330 W Maple Grove Road, Bloomington, IN 47404",,39.2444916,-86.5779593,www.maplevalley.howardfamilyenterprise.com,1,0,0
6370132,dalew-farms,Dalew Farms,"10781 hwy 64, Lavigne ON P0H 1R0",,46.3298176,-80.1700831,www.dalewfarms.ca,1,0,0
6380110,marik-farms,Marik Farms,"274 Cash Peach Road, Cowpens, SC 29330","Marik Farms has been in operation for 10 years serving cattle and beef growers across the country. Our farm is yearly inspected by the State of South Carolina for the highest quality of beef and cattle product.

Our Goal:
-To Provide the Highest Quality of Beef 
-All Natural Grass Fed & Pasture Raised while maintaining the integrity of the animal & the Land 
-To Provide & Guarantee A Natural Safe Environment for our herd 
-To Provide Excellent Customer Service 
-Your Satisfaction is our Guarantee",35.0167918,-81.8039916,http://www.marikfarms.com/,1,0,0
6382050,greenbrier-farms,Greenbrier Farms,"772 Hester Store Road, Easley, SC 29640","Greenbrier Farms is a 300-acre, sustainable, working farm producing organic produce along with grass fed and pasture raised proteins including beef, lamb, chicken and pork. Products are available through their CSA program, on-site farm store (Fridays, 1-6pm, May-Oct) and the Downtown Greenville Farmer’s Market (Saturdays, 8am-12pm, May-October). In addition, they host private events at the 5,700 sq ft barn and offer farm to table catering. For more information, contact amy@greenbrierfarms.com.",34.902856,-82.5676979,http://www.Greenbrierfarms.com,1,0,0
6382080,quarter-circle-seven-ranch-q7,Quarter Circle Seven Ranch (Q7),"22106 Anthony Rd., Marengo, IL 60152","Free-range, all-natural, grass-fed beef.",42.192402,-88.628503,http://q7ranch.com/,1,0,0
6384115,natures-bounty-farm,Nature's Bounty Farm,"7800 Arkansaw Rd., Allen, MI, 49227","Nature's Bounty Farm has been owned and operated by the Huepenbecker family since 1996.  The family consists of Lowell and Amy and their three kids.  Here at the farm we are dedicated to growing the highest quality of food for you naturally.  We feel that the way food is grown is important and you should have a choice in what you eat.  We do not use any chemicals, antibiotics or hormones and we maintain a closed herd system.  Our pork is the same heritage breed Lowells grandpa raised here on the farm in 1950.  We believe it is important to have wholesome nutritious food that is also delicious.  It is our mission to provide the best quality food and help preserve the earth for future generations.",41.9195859,-84.764176,http://www.naturesbountyfarms.com/,1,0,0
6384123,sharon-rose-farm,Sharon Rose Farm,"1872 Sharon Road  Woodruff, SC 29388",,34.835805,-82.12871,http://www.sharonrosefarm.com/,1,0,0
6386072,millgrove-farms,MILLGROVE FARMS,"296 BENTON WILLIAMS ROAD, GEORGETOWN, SOUTH CAROLINA 29440",,33.557484,-79.377553,WWW.MILLGROVEFARMS.COM,1,0,0
6389027,starline-organics,Starline Organics,"18635 River Road Athens, OH 45701","50 acre certified organic farm. We also raise naturally raise Blackbelly lamb, pork, and occasionally beef. They are in the organic pasture - and we practice rotational grazing- in the summer, feeding on grasses, and then feeding on GMO free feed and certified organic hay otherwise.",39.296035,-81.940355,,1,0,0
6389030,ranch-foods-direct,Ranch Foods Direct,"2901 N El Paso St, Colorado Springs, CO 80907-6303","Ranch Foods Direct is a meat packing facility and local farmer's retail market delivering healthful, high quality, naturally tender meats and foods to consumers direct from the ranch.

Our goal is to foster a business that benefits both ranchers and consumers. RFD's processing and distribution systems assures incomparable quality, wholesomeness, eating satisfaction, and a mutually rewarding relationship of trust and responsibility between the rancher and you the customer.

Stop in our retail outlet for natural meats such as Beef, Buffalo, Chicken, Pork, Salmon, Seafood, including eggs, cheese, bread, baked goods and more!",38.8721699,-104.812585,http://www.RanchFoodsDirect.com,1,0,1
6391065,scarecrow-farm,Scarecrow Farm,"29 Old Barrington Road, PO Box 22, Hollowville, NY  12530","Scarecrow Farm, a multigenerational and diversified family farm, officially opens for the season at 10 am.  We offer fresh, free-range chicken eggs, sometimes duck and guinea eggs, fresh vegetables in season, wool yarn and sometimes fleece for spinning, honey, preserves. and farm-made crafts from a variety of small, local artisans.  Preorders for the weekend are welcome.",42.2127848,-73.6747776,http://www.scarecrowfarmny.com,1,0,0
6392061,prospect-farm,Prospect Farm,"797 Ca Ira Rd. Cumberland, Virginia","Delicious grass-fed beef raised on our family farm in Central Virginia. Our herd never receives hormones or antibiotics - they just thrive on the natural grasses in our pastures. Raised with care and then harvested by a Certified Humane processor. Beef available by cut, quarters, halves, or wholes on the farm and at selected outlets.",37.48058,-78.3927329,www.prospectfarm.us,1,0,0
6395015,grant-family-farms,Grant Family Farms,"1020 W County Rd 72 Wellington, CO 80549","Grant Family Farms lies in the foothills of the Colorado Rocky Mountains, just south of the Wyoming border. We are deeply committed to growing healthy, delicious food and to being responsible stewards of our land and the people that work on our farm. For this reason, for the past 35 years, we have been growing organic vegetables. Our farm was the first to be certified organic by the State of Colorado. The farm was instrumental with helping the State create the process in developing the law for State conducted organic certification. In 1953 Lewis Grant started farming in Colorado... 56 years it has now been!We started in a very small way as Lewis Grant, a Professor at Colorado State University, and his young son, Andy, began to grow vegetables in the 60s. This start proved to be the spark that created a passion in Andy for vegetable production that blossomed to the +2,000 acres we farm today. In 1974, Andy and Lew committed to transform our farm to the organic growing method.Their commitment at that time was revolutionary. Now,35 years later, we have become a national leader in the production of high quality Certified Organic Vegetables and Grains.We invite your neighbors in Colorado and Wyoming to be a part of our farm through our Community Supported Agriculture program.

The main crops we grow are Cabbage, Lettuce, Spinach, Summer Greens and Herbs, Broccoli, Onions, Cauliflower, Tomatoes, Peppers, Summer and Winter Squash, Tree Fruit, Beans, Cornand Wheat. In fact, we grow over 150 varieties of vegetables... and 34 varities of HeirloomBeans and Corn.We grow these products not only for the fresh market, but also for the frozen and processed industries. However, we also do other wonderfully creative things such as make garlic and pepper garlands and very decorative Christmas wreaths for the festive season. We are flexible, creative and have the ability to tackle just about any special project or idea... with flair! We also are very please, enabled because of our CSA , to reitroduce livestock BACK to the farm program.We raise Chickens for eggs and meat, Lamb, Turkey, Duck, Goose, Goat and Pork.All organic, all pastured!",40.7696066,-105.0937985,http://www.grantfarms.com,1,0,0
6395052,quail-spring-farm,Quail Spring Farm,"Cayucos, California","Our eggs are from cage-free, pasture fed, free range chickens.  Our blueberries are grown hydroponically and pesticide-free.  Our blueberry jam is hand-made and delicious.",35.4427511,-120.8921254,,1,0,0
6395070,firstfruits-farm-of-south-carolina,Firstfruits Farm of South Carolina,"103 Wynn Circle, Greenville, SC 29617","Producing Grade A Raw Goat Milk, Honey And Free-Range Eggs

Goat milk is available in half-gallons. Goats are fed free-range seasonal browse (privet, honeysuckle and greenbriar), supplemented by alfalfa and quality milled feed, giving it a quality flavor. There's nothing like a glass of Firstfruits milk with a homemade cookie. Products are available at G&G Retail (State Farmers' Market), Whole Foods Tuesday Farmers' Market, 10:00 a.m. until 2:00 p.m. (Spring and Summer) and at Swamp Rabbit Cafe And Grocery (Cedar Lane Rd.)",34.9238,-82.47005,firstfruitsfarm.wordpress.com,1,0,0
6399078,bp-land-and-cattle-company,BP Land and Cattle Company,"667 Star Frost Road, Laurens, SC 29360",Grass-fed beef sold to consumer. No implants or antibiotics,34.4352623,-82.0660575,,1,0,0
6400037,auntie-annies-fields-llc,"Auntie Annie's Fields, LLC","12456 Bagley Ave, Dundas, MN","We raise chicken you can feel good about eating. They run around outside living chickenly lives, and they eat non-GMO grains and clover that was never sprayed with chemicals.",44.408731,-93.303168,www.auntieanniesfields.com,1,0,0
6400057,patient-wait-farms,Patient Wait Farms,"309 Trotter Road  Piedmont, SC 29673","Patient Wait Farm is long-time dream of a Jersey Girl -- exiled in the SC Upstate.  Along with her understanding husband/farm hand, striving to provide a sustainable farm with high quality products, animals and service to the community.

We are a sustainable farm -- working towards being certified organic for produce.  In the meantime, we are not using pesticides.  Instead we have ""employed"" beneficial insects such as praying mantis and ladybugs, and have planted beneficial plants such as marigolds.   We are using non-GMO or actual Heirloom seeds.  

Our goal is to create a sustainable farm in harmony with the environment.",34.690223,-82.53905,http://www.patientwait.com,1,0,0
6400066,springmore-farm,SpringMore Farm,"261 Baltimore Rd., Baltimore, VT 05143",Please visit our website!,43.3481669,-72.550415,www.springmorefarm.com,1,0,0
6401023,crooked-creek-farm,Crooked Creek Farm,"3364 Crooked Creek Rd, Mars Hill, NC 28754",Our chickens are truly free range and are primarily pasture fed which provides a much better flavor to eggs than grain feeding. The little bit of grain they are fed is certified organic. We only use organic products in the collection and processing of our eggs. You will never buy another egg from a grocery store after having one from our flock of girly-girls.,35.8813504,-82.4508211,www.facebook.com/crookedcreekfarms,1,0,0
6407099,east-carolina-corriedales,East Carolina Corriedales,176 Dail lane Richlands NC 28574,we raise locally naturally dam raised lambs and offer them seasonally. we also sell fiber and fiber products,34.8993297,-77.5466342,melissagray.homestead.com/,1,0,0
6407130,hidden-springs-farm,Hidden Springs Farm,"974 Bethany Road Williamson, Ga 30292",We produce honey from our apiary. Our bees make honey from areas free of pesticides. Our apiary is certified naturally grown. We also raise cattle for commercial cattlemen - they are Super Black Baldy Cattle  (cross between Brangus and Horned Herefords ).,33.205118,-84.360879,http://www.hsffarm.com/,1,1,0
6407141,triple-3-livestock,Triple 3 Livestock,"Cortland, NY","Triple 3 Livestock (T3L) is a family-owned, certified organic, grass-based dairy farm established in 1996 by the Phillips Family. Jim, Anne, and their three children are all actively involved with the care and maintenance of the farm and their animals. With a desire to implement multispecies grazing, T3L added Boer goats in 2000, and Dorset sheep in 2005. All of their goats and sheep also graze on the farm's organic pastures and are fed organic hay during the non-growing season.",42.6011813,-76.1804843,www.triple3livestock.com,1,0,0
6414138,bethel-trails-farm,Bethel Trails Farm,"2302 Friendship Church Road, Gray Court, SC 29645",,34.654645,-82.112374,,1,0,0
6416055,bumpy-road-ranch,Bumpy Road Ranch,"38810 Rogers Creek Rd, leona valley ca 93551","We started our farm just wanted just to have humanely and healthily raised food. Started with chickens and went to pigs 12 years ago. Now we offer baked goods with whole wheat flour, flax and whatever fruit is seasonal. eggs (we have delivery drop offs) and fresh goats milk. We raise Heritage Hogs and chickens on pasture.",34.587837,-118.271696,Www.westcoastheritagehogs.com,1,0,0
6417123,king-creek-farm,King Creek Farm,"337 Belchertown Road, Ware, MA",100% Grass-Fed Beef is the Name of the Game at King Creek Farm.,42.262902,-72.2787618,http://kingcreekfarm.tumblr.com/,1,0,0
6418046,hoven-farms,Hoven Farms,"Eckville, AB, Canada","Tim Hoven is a fourth generation Alberta Farmer who raises some of the world’s best organic beef. From the Hoven Farm, near Eckville, AB, Canada, Tim, Lori and their 8 children grow certified organic beef and sell it directly to consumers through their little butcher shop at the Kingsland Farmers Market.",52.36182,-114.361441,http://hovenfarms.com/,1,0,0
